relation	path	child_id	minCardinality	maxCardinality
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00007113		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00003959		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00001016		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:02000609		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00002784		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00002573		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00005252		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00005910		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00003956		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00004187		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00005909		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00002788		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00005917		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00005918		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00002794		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00002787		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00005901		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00005914		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00005908		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00005916		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00002575		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00002574		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00002576		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00005909		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00003957		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00006935		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00003706		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00007113		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C89811	GAZ:00003959		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00002848		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00004125		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00004944		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00004759		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00003092		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00003201		
choice	/GENEPIO:0002082/ENVO:00000005	GENEPIO:0000141		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00000847		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003093		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003095		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003094		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003096		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003203		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003202		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003691		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003692		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003671		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003689		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003687		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003693		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003670		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003690		
choice	/GENEPIO:0002082/ENVO:00000005/GENEPIO:0001742	GAZ:00003688		
choice	/GENEPIO:0002082	GAZ:00004699		
choice	/GENEPIO:0002082	GAZ:00003199		
choice	/GENEPIO:0002082	GAZ:00004040		
choice	/GENEPIO:0002082	GAZ:00007610		
choice	/GENEPIO:0002082	GAZ:00013569		
choice	/GENEPIO:0002082	GAZ:00013579		
choice	/GENEPIO:0002082	GAZ:00009998		
choice	/GENEPIO:0002082	GAZ:00010069		
choice	/GENEPIO:0002082	GAZ:00002616		
choice	/GENEPIO:0002082	GAZ:00004098		
choice	/GENEPIO:0002082	GAZ:00003708		
choice	/GENEPIO:0002082	GAZ:00013726		
choice	/GENEPIO:0002082	GAZ:00008583		
choice	/GENEPIO:0002082	GAZ:00002734		
choice	/GENEPIO:0002082	GAZ:00003751		
choice	/GENEPIO:0002082	GAZ:00013888		
choice	/GENEPIO:0002082	GAZ:00007292		
choice	/GENEPIO:0002082	GAZ:00012231		
choice	/GENEPIO:0002082	GAZ:00013955		
choice	/GENEPIO:0002082	GAZ:00002831		
choice	/GENEPIO:0002082	GAZ:00013864		
choice	/GENEPIO:0002082	GAZ:00004028		
choice	/GENEPIO:0002082	GAZ:00010130		
choice	/GENEPIO:0002082	GAZ:00051448		
choice	/GENEPIO:0002082	GAZ:00002844		
choice	/GENEPIO:0002082	GAZ:00004517		
choice	/GENEPIO:0002082	GAZ:00005631		
choice	/GENEPIO:0002082	GAZ:00003194		
choice	/GENEPIO:0002082	GAZ:00002826		
choice	/GENEPIO:0002082	GAZ:00005621		
choice	/GENEPIO:0002082	GAZ:00007370		
choice	/GENEPIO:0002082	GAZ:00005680		
choice	/GENEPIO:0002082	GAZ:00003763		
choice	/GENEPIO:0002082	GAZ:00005075		
choice	/GENEPIO:0002082	GAZ:00003287		
choice	/GENEPIO:0002082	GAZ:00008577		
choice	/GENEPIO:0002082	GAZ:00005277		
choice	/GENEPIO:0002082	GAZ:00005649		
choice	/GENEPIO:0002082	GAZ:00005160		
choice	/GENEPIO:0002082	GAZ:00005669		
choice	/GENEPIO:0002082	GAZ:00008386		
choice	/GENEPIO:0002082	GAZ:00004373		
choice	/GENEPIO:0002082	GAZ:00005151		
choice	/GENEPIO:0002082	GAZ:00005033		
choice	/GENEPIO:0002082	GAZ:00005153		
choice	/GENEPIO:0002082	GAZ:00000106		
choice	/GENEPIO:0002082	GAZ:00003192		
